gesprek_id,datum_id,gemeente_id,instroomtype_id,voltooid,match_getoond,duur_minuten,leefstijlscore_totaal,score_voeding,score_beweging,score_ontspanning,score_slaap,score_verbinding,score_middelen
726,102,4,4,True,True,40,5.1,3.9,5.6,4.5,6.6,4.7,5.3
727,314,3,1,False,False,16,,,,,,,
728,1017,2,3,True,True,28,5.42,5.2,5.1,5.9,5.4,7.4,3.5
729,652,4,3,True,True,35,6.82,7.0,8.1,4.7,6.3,7.7,7.1
730,478,2,2,True,True,30,7.1,7.8,8.4,9.9,6.5,4.3,5.7
731,737,3,4,True,True,17,5.37,6.7,5.7,6.1,2.2,7.0,4.5
732,203,5,5,False,False,15,,,,,,,
733,881,4,1,True,True,32,5.33,3.4,2.1,4.6,7.8,7.5,6.6
734,277,1,4,True,False,40,6.2,4.0,6.7,4.7,6.0,7.8,8.0
735,509,4,5,False,False,11,,,,,,,
736,905,2,3,False,False,18,,,,,,,
737,167,2,5,False,False,11,,,,,,,
738,164,1,1,True,True,31,6.57,8.7,6.0,5.9,7.4,8.5,2.9
739,837,5,1,True,True,38,5.15,4.5,2.7,6.8,4.6,7.6,4.7
740,448,2,1,False,False,12,,,,,,,
741,972,4,1,True,True,39,4.9,4.3,5.8,7.1,4.8,5.3,2.1
742,853,4,1,True,True,22,5.93,4.8,4.5,6.8,6.1,9.2,4.2
743,17,5,2,True,False,23,5.1,3.6,3.9,7.1,3.4,7.6,5.0
744,241,5,4,True,True,22,5.93,5.0,8.1,5.0,8.7,2.5,6.3
745,894,4,4,False,False,11,,,,,,,
746,127,1,5,True,True,17,7.0,6.5,7.7,7.5,8.5,5.7,6.1
747,678,1,3,True,False,22,4.9,2.6,9.4,3.9,4.4,6.0,3.1
748,679,2,1,True,True,38,5.98,5.1,5.0,6.3,7.3,4.7,7.5
749,5,5,1,False,False,5,,,,,,,
750,775,2,4,False,False,7,,,,,,,
751,383,1,2,True,True,24,4.75,3.9,3.9,2.2,7.9,1.7,8.9
752,321,2,3,True,True,31,4.98,2.2,4.0,6.1,5.1,4.3,8.2
753,213,2,4,True,True,51,5.52,4.5,5.8,2.1,5.6,8.2,6.9
754,259,5,1,False,False,3,,,,,,,
755,1082,3,3,True,True,45,5.8,2.9,4.3,7.1,6.2,7.8,6.5
756,1090,2,1,True,True,27,5.15,2.8,4.9,2.5,7.4,5.4,7.9
757,55,3,2,False,False,9,,,,,,,
758,749,4,2,True,True,43,6.7,8.1,7.6,8.4,5.2,6.9,4.0
759,323,2,4,True,True,23,6.58,6.3,5.6,8.4,6.5,5.0,7.7
760,1029,2,2,False,False,10,,,,,,,
761,594,4,1,True,True,29,7.07,8.1,6.3,5.5,7.1,7.1,8.3
762,210,5,1,True,True,34,4.93,7.2,2.8,4.5,2.3,7.0,5.8
763,937,3,4,True,False,22,6.18,7.6,4.4,7.2,4.3,8.3,5.3
764,593,5,2,True,False,32,5.07,3.1,6.0,5.8,4.7,3.2,7.6
765,268,3,3,False,False,11,,,,,,,
766,585,5,1,False,False,11,,,,,,,
767,101,5,1,True,True,39,7.5,7.1,7.4,7.6,7.8,6.0,9.1
768,508,2,3,True,True,23,5.55,3.8,7.1,8.2,5.5,6.3,2.4
769,6,5,3,True,True,30,6.47,2.6,8.8,5.5,7.5,7.9,6.5
770,267,3,2,True,True,36,4.98,6.0,6.5,4.2,3.7,4.3,5.2
771,527,1,2,True,True,28,5.83,7.7,6.8,8.0,5.9,4.0,2.6
772,213,1,1,True,True,48,5.78,6.2,7.0,6.9,2.3,6.2,6.1
773,866,4,2,False,False,8,,,,,,,
774,253,3,1,True,True,17,5.6,6.8,3.7,7.8,4.4,7.8,3.1
775,573,1,3,True,False,25,5.18,7.7,6.3,6.7,2.4,2.1,5.9
776,901,5,3,True,False,25,5.47,5.1,6.2,6.2,6.4,7.2,1.7
777,564,2,2,False,False,5,,,,,,,
778,677,2,4,True,True,26,7.07,7.4,8.8,7.1,5.9,8.5,4.7
779,229,1,5,True,True,28,4.88,3.9,4.8,7.0,4.3,4.2,5.1
780,283,3,1,True,False,24,6.42,3.2,7.8,7.2,8.9,7.7,3.7
781,460,1,2,True,True,25,6.02,4.3,3.9,8.3,6.4,6.6,6.6
782,1082,4,1,True,True,47,5.98,5.7,5.7,3.6,6.1,5.9,8.9
783,822,1,4,True,True,47,4.53,5.7,2.8,2.9,5.8,4.1,5.9
784,246,4,1,True,True,16,5.68,5.8,7.8,7.8,4.9,4.5,3.3
785,1005,2,1,True,False,23,6.3,7.7,7.1,6.0,4.6,5.5,6.9
786,546,4,2,True,True,28,6.1,3.7,6.9,6.6,6.3,6.8,6.3
787,511,2,2,False,False,4,,,,,,,
788,724,3,2,True,False,26,6.0,4.9,8.6,9.2,3.6,5.5,4.2
789,83,2,2,True,False,48,6.52,6.0,6.8,8.9,3.4,9.2,4.8
790,602,4,1,True,True,36,4.57,3.2,3.8,7.4,2.3,4.3,6.4
791,146,3,1,True,True,20,5.73,9.1,5.7,2.9,4.6,7.1,5.0
792,333,4,1,True,False,33,5.02,4.4,6.8,5.3,2.8,4.5,6.3
793,571,5,1,True,True,46,3.87,2.0,3.0,7.8,3.2,3.3,3.9
794,560,2,4,True,True,32,6.62,4.8,8.8,5.2,6.4,6.1,8.4
795,611,1,3,True,True,19,7.25,9.2,7.3,7.4,2.9,8.5,8.2
796,344,2,1,True,True,18,6.05,7.0,4.3,7.2,4.3,6.3,7.2
797,199,4,1,True,False,21,5.8,6.8,4.9,5.4,6.9,6.6,4.2
798,355,2,1,True,True,32,5.55,7.9,4.4,8.6,5.5,1.9,5.0
799,640,4,4,True,True,48,5.22,2.6,6.4,4.0,3.7,9.2,5.4
800,883,4,1,True,True,34,5.25,7.1,5.3,6.3,1.7,5.7,5.4
801,262,4,1,True,False,20,6.52,4.3,8.4,7.2,8.0,4.2,7.0
802,763,4,1,True,True,17,4.53,2.3,3.1,4.9,3.5,7.2,6.2
803,604,4,2,True,True,49,5.13,7.2,5.4,4.3,4.3,5.0,4.6
804,744,4,3,True,True,14,6.58,7.5,8.1,7.2,3.5,7.8,5.4
805,663,3,4,False,False,7,,,,,,,
806,70,5,4,True,False,46,4.58,2.2,4.0,6.8,4.7,3.9,5.9
807,77,1,5,True,False,23,6.02,5.8,3.8,5.8,6.1,7.3,7.3
808,254,1,1,True,True,27,5.25,3.7,9.4,7.1,3.5,5.1,2.7
809,66,5,1,False,False,9,,,,,,,
810,43,5,2,True,True,25,4.83,6.3,3.8,3.5,5.6,4.0,5.8
811,586,1,4,True,True,47,5.43,5.9,2.5,4.5,5.5,7.8,6.4
812,879,2,1,False,False,8,,,,,,,
813,900,5,3,True,True,23,4.87,4.0,9.9,3.1,3.7,4.2,4.3
814,854,1,2,True,True,31,6.07,7.4,5.8,6.6,7.9,2.5,6.2
815,727,1,1,True,True,35,6.43,6.3,8.6,4.4,4.5,7.9,6.9
816,553,3,1,True,True,28,6.3,9.4,3.6,6.7,6.5,7.7,3.9
817,264,3,1,True,False,50,6.12,5.3,3.5,8.8,5.8,6.1,7.2
818,22,5,1,True,True,38,5.48,5.9,6.4,3.2,7.4,3.8,6.2
819,44,1,3,True,True,29,5.5,7.7,3.0,8.4,5.2,3.6,5.1
820,195,4,5,True,True,48,3.47,1.7,4.5,4.4,2.0,2.6,5.6
821,823,5,3,True,True,23,4.87,4.5,5.0,6.9,4.6,6.0,2.2
822,622,2,5,False,False,12,,,,,,,
823,763,1,1,True,True,40,5.33,6.5,2.9,6.9,4.6,6.1,5.0
824,710,1,2,True,True,43,5.97,4.5,6.9,7.0,5.9,4.7,6.8
825,478,1,1,True,True,27,6.07,7.0,6.3,5.3,6.5,5.1,6.2
826,335,2,4,True,True,37,5.4,5.7,5.8,7.1,3.7,7.3,2.8
827,1062,1,1,True,False,51,6.93,3.1,8.4,5.4,9.6,8.0,7.1
828,120,4,3,True,True,40,7.07,6.5,8.2,3.1,8.9,9.5,6.2
829,155,2,3,True,True,29,6.95,5.2,7.5,6.2,7.4,8.6,6.8
830,592,2,5,True,True,51,4.15,7.4,2.6,3.2,3.7,2.0,6.0
831,623,4,4,True,False,27,6.08,4.3,6.7,9.2,6.6,4.2,5.5
832,71,4,3,True,True,51,5.32,2.5,8.1,4.5,4.5,5.7,6.6
833,1080,1,3,True,True,21,5.75,9.4,5.6,6.6,4.7,4.5,3.7
834,105,3,1,True,True,23,5.85,7.7,4.3,7.0,4.9,5.0,6.2
835,915,4,2,True,False,38,6.37,6.6,5.7,7.0,6.2,5.9,6.8
836,476,5,1,True,True,22,5.28,1.5,7.3,5.8,4.2,3.9,9.0
837,66,5,5,False,False,9,,,,,,,
838,85,4,3,True,True,23,5.25,5.1,4.0,2.5,8.5,4.5,6.9
839,1051,4,1,True,False,39,6.05,6.6,8.7,5.8,2.4,7.8,5.0
840,303,2,1,True,True,26,7.28,5.5,5.7,8.8,8.3,7.0,8.4
841,22,2,1,False,False,9,,,,,,,
842,879,3,1,False,False,10,,,,,,,
843,454,5,1,False,False,14,,,,,,,
844,187,2,2,True,True,25,5.75,5.8,4.4,6.7,4.8,7.7,5.1
845,660,3,2,True,False,30,5.18,8.3,6.0,6.9,5.0,1.6,3.3
846,629,4,2,True,True,23,6.22,8.7,3.9,8.2,6.2,3.4,6.9
847,497,5,2,True,False,39,5.48,3.0,2.8,8.2,4.6,7.6,6.7
848,808,3,1,True,False,44,4.77,5.2,6.2,4.9,3.9,2.2,6.2
849,482,3,3,True,True,48,5.83,5.7,3.7,7.3,3.4,7.6,7.3
850,819,3,1,True,False,25,5.45,1.2,9.7,4.7,7.5,5.5,4.1
851,364,4,1,True,True,17,6.87,7.3,6.3,6.4,8.9,3.2,9.1
852,1053,3,2,True,False,42,4.73,5.3,5.8,2.8,6.9,3.9,3.7
853,476,1,2,True,True,40,6.75,8.2,5.9,7.1,6.8,6.4,6.1
854,435,5,3,False,False,10,,,,,,,
855,1071,4,3,True,False,49,5.28,6.3,6.8,2.2,5.2,6.8,4.4
856,430,5,4,False,False,4,,,,,,,
857,708,2,1,False,False,9,,,,,,,
858,868,5,4,True,True,42,7.9,7.6,8.3,8.3,6.8,7.3,9.1
859,207,3,2,True,True,42,7.9,8.7,5.8,7.1,8.9,7.2,9.7
860,687,4,2,True,False,20,6.82,7.3,7.3,8.4,3.1,7.8,7.0
861,79,5,5,True,True,41,5.77,4.1,5.7,3.9,6.3,6.2,8.4
862,709,4,5,True,True,19,6.45,9.1,4.3,7.5,5.8,7.9,4.1
863,57,5,5,True,True,37,6.42,8.8,7.0,6.9,7.2,5.1,3.5
864,1093,1,1,True,True,40,6.97,6.4,7.5,8.6,7.6,5.5,6.2
865,988,3,1,True,True,26,5.85,8.9,7.1,3.3,4.8,8.4,2.6
866,93,2,1,True,False,29,5.47,6.2,4.8,1.5,7.2,6.7,6.4
867,350,4,5,False,False,9,,,,,,,
868,119,4,2,False,False,11,,,,,,,
869,79,5,1,True,True,38,5.72,6.4,2.8,5.2,5.4,8.7,5.8
870,196,3,1,True,True,27,5.13,3.8,3.8,4.1,6.2,8.2,4.7
871,902,5,3,False,False,6,,,,,,,
872,46,5,4,True,True,44,5.95,3.0,7.1,7.2,5.2,7.2,6.0
873,788,2,1,False,False,6,,,,,,,
874,1000,2,1,True,True,33,6.52,7.1,7.8,3.8,7.2,7.5,5.7
875,1062,3,2,False,False,4,,,,,,,
876,824,1,2,False,False,5,,,,,,,
877,470,3,2,True,True,34,7.17,7.1,7.7,5.9,8.7,5.7,7.9
878,239,3,1,True,True,28,6.67,4.8,9.0,7.7,9.3,5.6,3.6
879,1096,5,4,True,False,16,4.87,5.7,2.2,7.3,5.0,6.0,3.0
880,998,5,2,True,True,29,4.12,1.9,4.6,6.7,5.0,1.9,4.6
881,538,5,3,False,False,7,,,,,,,
882,642,2,3,True,True,22,6.63,7.2,7.3,6.1,9.3,6.8,3.1
883,180,1,5,True,True,23,5.92,5.8,5.0,7.7,1.5,7.9,7.6
884,221,1,1,True,True,22,4.4,3.3,3.3,6.5,5.7,6.2,1.4
885,843,3,3,True,True,31,6.75,6.1,8.5,6.9,7.3,7.6,4.1
886,559,3,1,True,True,22,5.93,4.6,6.3,6.0,5.4,6.0,7.3
887,333,5,1,True,True,47,5.82,3.5,6.5,5.8,6.0,8.5,4.6
888,560,5,4,True,True,38,6.38,5.3,9.0,7.6,6.3,7.4,2.7
889,177,4,1,True,True,37,5.85,4.4,6.9,4.2,4.9,7.8,6.9
890,616,1,2,True,True,26,6.87,6.3,7.6,4.9,8.3,7.3,6.8
891,227,3,2,True,True,17,4.92,4.7,1.6,3.1,5.4,5.4,9.3
892,295,4,1,True,False,32,6.15,3.7,7.7,7.4,4.2,7.2,6.7
893,345,5,1,True,True,29,6.88,3.2,8.4,7.1,8.6,6.4,7.6
894,217,2,1,True,True,15,5.25,7.0,7.7,6.3,4.9,2.8,2.8
895,875,2,3,False,False,5,,,,,,,
896,657,2,2,True,True,23,3.02,2.5,4.5,2.3,4.0,2.6,2.2
897,48,5,5,True,True,27,6.0,9.4,3.5,5.3,7.2,3.0,7.6
898,139,4,3,False,False,14,,,,,,,
899,950,5,1,True,True,43,7.4,6.2,7.6,7.1,6.8,8.4,8.3
900,1022,4,2,True,True,26,5.87,8.5,6.1,2.2,3.9,9.3,5.2
901,962,2,1,True,True,26,6.17,6.2,6.0,4.6,6.0,7.4,6.8
902,555,2,5,True,True,38,7.1,6.7,8.8,7.8,7.6,6.2,5.5
903,275,1,2,True,True,26,5.12,6.4,5.2,4.4,4.9,6.5,3.3
904,554,5,5,True,True,32,6.32,6.6,6.0,4.1,6.5,8.1,6.6
905,435,2,2,True,False,25,5.13,3.5,5.0,4.9,6.4,3.8,7.2
906,607,4,2,True,True,37,5.38,4.9,6.0,2.9,8.0,1.1,9.4
907,319,1,1,True,True,13,5.87,9.2,4.7,2.9,6.2,5.8,6.4
908,956,4,1,True,False,31,5.8,5.2,6.2,5.6,7.9,6.1,3.8
909,12,1,2,True,False,20,5.82,2.8,7.2,3.1,7.0,6.2,8.6
910,744,2,1,True,True,30,6.53,6.4,6.8,7.4,4.0,8.1,6.5
911,524,1,4,False,False,6,,,,,,,
912,325,1,1,True,True,37,6.98,8.0,5.1,6.4,7.8,9.0,5.6
913,432,1,4,True,True,23,5.45,8.6,3.2,2.7,7.1,5.7,5.4
914,916,2,3,True,True,29,5.6,8.0,4.6,5.2,7.3,5.1,3.4
915,991,4,1,True,False,50,5.12,7.6,2.5,8.0,5.9,4.2,2.5
916,345,2,1,True,True,52,6.0,6.1,4.2,7.1,7.3,4.4,6.9
917,961,4,1,True,True,19,5.47,7.7,5.8,6.9,4.6,4.9,2.9
918,946,2,1,True,True,35,5.03,3.8,4.2,4.5,3.5,6.7,7.5
919,1069,1,1,True,True,56,4.0,2.5,3.6,5.0,5.6,4.9,2.4
920,115,1,4,False,False,6,,,,,,,
921,35,3,2,True,True,27,7.17,6.8,8.0,6.5,5.8,9.2,6.7
922,72,1,1,True,True,39,5.48,7.1,3.4,3.6,5.6,5.4,7.8
923,848,5,3,True,True,12,5.15,2.5,9.0,3.7,4.6,7.6,3.5
924,846,1,1,True,True,36,5.97,5.4,7.0,5.3,6.0,5.9,6.2
925,9,1,1,False,False,8,,,,,,,
926,901,3,5,True,True,45,6.42,8.8,6.6,7.8,6.8,4.8,3.7
927,900,3,4,True,False,26,5.55,6.5,6.5,7.1,2.2,6.0,5.0
928,573,3,1,False,False,9,,,,,,,
929,1078,2,1,True,True,18,4.62,4.7,6.5,2.1,3.1,4.9,6.4
930,5,3,1,True,True,39,5.33,8.6,3.0,1.8,6.2,4.4,8.0
931,596,4,1,True,True,35,7.07,6.6,5.1,6.4,9.1,6.6,8.6
932,335,4,1,True,True,25,5.67,6.7,5.5,9.1,4.3,5.6,2.8
933,561,1,1,True,True,16,6.23,9.1,4.9,5.8,5.6,6.0,6.0
934,437,1,3,True,True,31,5.13,6.4,4.5,9.2,3.4,4.1,3.2
935,1042,4,2,True,True,45,7.05,7.6,9.9,7.6,4.4,7.5,5.3
936,1071,3,4,True,True,28,6.1,7.0,5.8,4.1,6.0,6.7,7.0
937,236,3,1,True,True,31,5.78,5.2,4.8,8.1,7.9,4.8,3.9
938,1065,2,5,True,False,11,6.12,5.9,3.7,5.6,7.9,4.8,8.8
939,959,1,3,True,True,40,6.4,7.0,2.9,8.6,9.1,4.9,5.9
940,238,2,1,False,False,12,,,,,,,
941,594,4,2,True,True,22,5.83,6.0,3.1,7.4,6.6,3.2,8.7
942,82,2,4,True,True,48,5.22,6.7,6.0,3.4,5.7,4.8,4.7
943,9,4,1,True,True,29,5.18,5.0,3.5,6.5,6.6,4.2,5.3
944,87,3,4,True,True,29,5.92,6.8,5.9,6.9,7.0,6.1,2.8
945,238,2,1,False,False,7,,,,,,,
946,170,4,2,True,False,21,6.42,5.6,4.8,8.9,7.1,5.3,6.8
947,685,3,2,True,False,36,5.53,7.1,4.7,5.4,4.9,5.5,5.6
948,677,4,1,True,True,38,6.35,4.9,6.3,6.3,5.4,6.4,8.8
949,862,5,2,True,True,16,7.33,7.8,7.2,8.1,7.6,7.4,5.9
950,1061,2,1,True,True,22,5.42,5.4,4.6,3.9,6.9,5.8,5.9
951,47,5,1,True,True,16,4.77,5.6,5.7,2.1,5.5,4.7,5.0
952,958,1,5,False,False,11,,,,,,,
953,302,1,1,True,False,30,6.03,5.0,8.6,5.7,8.4,6.6,1.9
954,1054,3,2,True,True,16,5.4,1.5,4.5,6.1,5.0,7.9,7.4
955,169,5,1,False,False,15,,,,,,,
956,230,1,1,True,True,49,5.53,5.1,6.8,4.1,7.5,4.0,5.7
957,150,3,1,True,True,14,6.9,5.9,5.0,7.9,6.9,8.7,7.0
958,566,2,1,True,True,31,4.17,3.9,6.7,2.8,2.5,2.7,6.4
959,789,2,3,True,False,31,6.0,5.7,5.0,6.8,8.1,5.8,4.6
960,807,4,2,True,True,24,5.15,3.6,5.0,3.7,6.2,8.2,4.2
961,338,5,3,False,False,6,,,,,,,
962,792,5,3,True,True,51,5.23,4.9,3.4,5.6,4.8,6.3,6.4
963,159,3,4,True,False,25,6.17,1.8,6.1,9.1,5.7,6.0,8.3
964,609,4,2,True,True,25,6.4,5.2,6.8,8.0,4.2,8.0,6.2
965,472,4,3,True,True,27,6.58,9.4,3.1,6.3,5.9,6.8,8.0
966,55,2,4,False,False,17,,,,,,,
967,682,1,1,False,False,7,,,,,,,
968,1027,1,1,True,True,20,6.53,7.7,6.9,6.5,4.4,6.9,6.8
969,845,5,1,True,True,21,3.42,1.7,2.3,2.3,7.2,4.5,2.5
970,628,1,3,True,True,27,5.58,4.2,4.4,6.6,6.9,6.2,5.2
971,1077,3,1,False,False,15,,,,,,,
972,8,1,1,True,True,50,5.4,8.6,4.0,3.5,4.5,4.8,7.0
973,198,5,4,True,True,21,4.38,4.7,4.0,6.2,4.0,4.2,3.2
974,182,3,4,True,True,18,5.58,3.4,3.9,5.5,4.9,7.3,8.5
975,86,4,3,True,False,32,5.1,7.8,3.7,6.4,5.2,3.9,3.6
976,689,2,2,True,True,21,6.42,7.5,4.1,4.7,5.8,8.1,8.3
977,31,3,2,False,False,15,,,,,,,
978,985,4,4,True,False,38,5.15,6.3,1.7,5.7,5.0,7.9,4.3
979,1014,5,1,False,False,9,,,,,,,
980,789,2,1,True,True,17,6.85,6.6,8.3,5.3,6.8,8.5,5.6
981,796,3,4,True,True,32,5.98,5.9,6.0,7.7,5.2,3.0,8.1
982,481,4,1,True,True,42,6.13,5.2,6.9,9.2,3.9,6.8,4.8
983,460,2,1,False,False,12,,,,,,,
984,798,5,2,False,False,12,,,,,,,
985,793,1,1,True,True,48,6.02,6.4,5.3,6.2,6.1,6.8,5.3
986,162,4,3,True,True,17,6.65,7.8,6.3,6.4,5.0,6.9,7.5
987,936,5,2,True,True,32,6.18,8.5,5.2,8.0,8.1,3.6,3.7
988,156,3,2,True,True,34,6.8,7.8,8.2,6.5,5.0,6.6,6.7
989,479,2,1,True,False,13,5.0,5.3,5.1,4.6,5.3,4.4,5.3
990,145,2,4,True,True,36,7.23,9.1,7.8,6.2,7.8,8.1,4.4
991,122,2,1,True,False,22,4.52,5.8,5.5,3.2,5.4,2.5,4.7
992,443,4,1,True,False,42,5.05,4.4,9.1,5.3,1.6,4.4,5.5
993,620,4,1,True,True,40,5.88,6.1,7.7,3.6,5.9,5.9,6.1
994,242,4,5,True,True,22,6.67,6.2,9.2,7.0,6.0,6.3,5.3
995,504,2,1,True,True,32,5.63,6.6,6.8,6.2,3.8,4.1,6.3
996,936,3,3,True,True,35,5.43,6.3,5.1,6.1,5.1,5.5,4.5
997,702,2,5,True,True,18,6.78,8.3,5.3,6.5,7.3,5.7,7.6
998,478,5,1,True,True,36,7.42,7.5,8.4,9.3,5.5,6.3,7.5
999,979,1,4,True,True,29,6.43,7.2,5.7,9.2,4.8,3.0,8.7
1000,53,1,1,True,True,42,5.12,3.2,5.9,8.8,1.9,9.0,1.9
1001,978,4,1,True,True,27,4.7,5.3,4.8,4.7,5.2,3.1,5.1
1002,446,2,3,True,False,40,5.45,2.8,6.5,7.0,6.5,3.4,6.5
1003,700,4,2,True,True,33,5.37,5.3,8.5,3.8,8.9,2.2,3.5
1004,472,3,1,True,True,36,6.48,7.9,9.7,5.8,9.0,5.1,1.4
1005,220,1,1,True,False,19,6.77,8.3,6.2,7.3,5.6,7.1,6.1
1006,5,1,3,False,False,15,,,,,,,
1007,1028,4,4,True,True,40,5.55,6.2,5.4,7.9,2.7,5.5,5.6
1008,213,1,2,True,False,40,5.28,4.7,4.8,6.5,5.1,6.1,4.5
1009,8,5,2,True,True,29,5.02,6.1,4.5,2.4,6.3,3.3,7.5
1010,580,2,1,True,False,24,8.07,7.0,9.3,7.9,6.6,8.9,8.7
1011,534,4,1,True,True,22,6.47,2.0,7.9,7.1,7.2,7.3,7.3
1012,428,1,5,True,True,17,5.8,6.4,7.2,5.8,7.8,1.8,5.8
1013,803,4,3,True,True,19,6.23,5.6,5.1,7.3,5.0,5.6,8.8
1014,301,5,2,False,False,16,,,,,,,
1015,84,4,1,True,True,28,6.75,7.2,7.5,5.3,3.4,9.2,7.9
1016,220,3,3,True,True,48,5.88,3.8,5.0,8.1,9.3,7.0,2.1
1017,820,2,2,False,False,6,,,,,,,
1018,100,4,4,True,True,26,5.07,7.7,7.1,3.3,5.0,3.3,4.0
1019,43,5,2,True,True,42,6.35,6.3,2.8,7.0,8.4,6.5,7.1
1020,769,1,1,True,True,38,5.93,8.3,2.4,6.0,7.0,5.8,6.1
1021,696,1,3,True,True,44,4.43,8.6,1.9,2.8,1.8,4.9,6.6
1022,596,3,3,True,False,34,5.15,3.8,6.9,6.2,3.5,6.6,3.9
1023,524,5,1,True,False,14,5.73,5.5,7.3,4.6,7.3,3.8,5.9
1024,651,4,3,True,False,18,5.25,2.0,6.0,5.9,4.8,6.2,6.6
1025,748,3,4,True,True,23,6.28,6.8,7.0,6.0,4.7,6.7,6.5
1026,182,5,1,True,False,27,5.28,6.3,3.9,4.6,3.1,6.4,7.4
1027,482,2,3,True,True,50,5.27,4.9,1.9,5.6,9.4,5.7,4.1
1028,1074,1,1,True,True,20,6.48,7.8,3.4,7.6,9.1,5.0,6.0
1029,481,2,1,True,True,20,6.22,1.6,7.7,6.6,6.3,8.2,6.9
1030,707,1,1,True,False,27,6.25,8.2,6.5,8.2,3.8,5.7,5.1
1031,418,1,5,True,True,22,5.7,4.2,4.7,5.6,6.6,8.3,4.8
1032,1056,5,4,True,True,27,7.05,7.6,6.2,7.1,8.1,6.3,7.0
1033,400,1,1,True,True,20,6.73,8.8,6.3,6.9,5.5,6.2,6.7
1034,626,4,1,True,True,36,6.22,9.6,5.9,5.3,4.8,5.2,6.5
1035,1092,3,4,False,False,17,,,,,,,
1036,112,4,1,False,False,7,,,,,,,
1037,887,4,1,True,False,23,6.17,4.9,8.5,6.1,6.4,4.6,6.5
1038,1017,4,2,True,True,34,4.93,5.6,4.7,4.2,6.5,2.9,5.7
1039,912,5,1,True,False,29,6.05,6.7,6.9,6.3,5.1,3.6,7.7
1040,840,1,2,False,False,11,,,,,,,
1041,247,5,3,False,False,10,,,,,,,
1042,225,2,1,True,True,38,5.23,6.5,4.3,3.7,6.9,7.8,2.2
1043,840,4,3,True,True,22,7.93,9.0,6.7,6.8,9.9,7.4,7.8
1044,19,3,2,True,True,18,6.77,4.0,8.1,5.9,8.2,5.4,9.0
1045,1089,4,2,True,True,22,6.55,5.5,6.2,4.8,9.3,6.7,6.8
1046,1009,5,3,False,False,5,,,,,,,
1047,203,3,2,True,True,45,6.32,7.4,6.3,6.2,8.0,3.1,6.9
1048,916,2,1,True,True,35,4.75,4.4,7.6,7.0,2.4,1.7,5.4
1049,713,2,1,True,True,31,6.8,7.3,7.5,4.8,6.1,7.1,8.0
1050,807,1,3,True,True,56,5.85,8.7,6.6,5.1,4.9,4.8,5.0
1051,1045,5,1,False,False,11,,,,,,,
1052,62,3,2,False,False,16,,,,,,,
1053,799,4,1,True,True,36,5.18,9.4,4.3,4.4,3.6,2.7,6.7
1054,674,4,2,True,True,25,6.47,6.6,4.0,6.3,5.2,7.8,8.9
1055,415,5,2,False,False,10,,,,,,,
1056,773,5,3,True,True,43,7.35,6.4,7.9,4.7,5.6,9.7,9.8
1057,834,4,2,True,False,24,5.2,5.9,3.8,4.4,8.2,5.0,3.9
1058,1090,1,2,True,False,39,5.62,1.5,2.2,8.5,6.7,6.4,8.4
1059,43,3,1,True,True,26,5.33,7.9,4.9,3.3,3.6,6.2,6.1
1060,913,5,1,True,True,32,6.03,7.4,4.5,6.2,7.2,5.8,5.1
1061,321,3,2,True,True,13,6.22,3.8,7.4,6.9,5.8,6.2,7.2
1062,838,1,5,True,True,26,7.0,6.8,7.4,8.6,6.8,4.3,8.1
1063,318,4,4,True,True,28,6.27,5.5,5.5,9.5,8.8,2.5,5.8
1064,345,4,3,True,True,26,5.25,4.7,2.2,6.1,7.6,4.7,6.2
1065,117,5,3,True,True,24,6.47,7.5,6.3,7.0,5.7,6.5,5.8
1066,657,4,2,True,True,34,6.57,7.0,7.2,8.9,5.7,5.2,5.4
1067,412,5,2,True,True,17,6.8,7.8,5.8,7.8,7.7,7.1,4.6
1068,714,4,2,True,False,27,5.43,4.5,5.8,7.6,2.0,6.2,6.5
1069,483,4,3,True,False,28,6.38,3.6,2.9,6.0,6.9,9.6,9.3
1070,285,1,3,True,False,24,6.47,7.1,7.0,6.6,6.5,4.8,6.8
1071,24,2,1,True,True,37,6.07,5.4,6.8,7.1,4.8,5.4,6.9
1072,540,3,5,True,True,13,5.03,6.3,4.6,3.2,4.8,5.9,5.4
1073,19,1,1,True,True,37,5.82,5.0,3.5,6.2,8.4,3.3,8.5
1074,805,1,1,True,True,18,6.12,4.3,7.8,5.9,5.1,8.4,5.2
1075,304,5,1,True,True,50,6.12,7.3,5.5,6.9,6.5,5.7,4.8
1076,571,1,3,True,True,31,4.47,4.5,3.2,2.7,8.0,4.2,4.2
1077,109,3,1,True,True,26,6.3,6.5,6.3,7.5,7.3,6.7,3.5
1078,505,3,1,True,True,23,5.43,8.4,5.1,6.6,3.0,7.2,2.3
1079,681,2,1,True,False,41,5.6,4.1,7.4,7.2,4.5,4.7,5.7
1080,855,1,2,True,True,27,5.43,5.9,4.4,8.2,6.6,5.0,2.5
1081,1088,3,2,True,True,27,6.2,3.0,4.0,8.5,7.0,8.1,6.6
1082,513,2,1,True,True,36,5.32,2.7,7.4,6.6,5.3,3.7,6.2
1083,511,2,2,True,False,46,5.1,5.0,3.5,6.9,5.0,8.0,2.2
1084,1089,2,2,True,True,34,5.03,7.4,3.5,3.8,7.1,3.3,5.1
1085,713,2,1,True,False,25,6.22,6.1,6.1,6.8,5.6,6.5,6.2
